"Stazione Tipo";"Provincia";"Comune Nome";"Corpo Idrico Nome";"Stazione Id";"Stazione Nome";"Subsito";"Data";"Parametro Nome";"Valore Alfanum";"Matrice";"Prof M";"Note"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"BENZO [A] PIRENE - µg/kg";"< 5";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"BENZO [A] PIRENE - µg/L";"< 0,00005";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"TETRACLORURO DI CARBONIO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"DICLOROMETANO - µg/L";"< 5";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"INDENO[1,2,3-CD]PIRENE - µg/kg";"< 10";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"INDENO[1,2,3-CD]PIRENE - µg/L";"< 0,0002";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"NICHEL - µg/L";"2,5";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"4-CLOROFENOLO - µg/L";"< 0,2";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"etilbenzene - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,4-DICLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"2-CLOROFENOLO - µg/L";"< 0,2";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,2-DICLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"OTTILFENOLI - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"CROMO VI - mg/kg s.s.";"0,3";"SED";"-";"SEDIMENTO    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"TRICLOROETILENE - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,2-DICLOROETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,1,1-TRICLOROETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"TETRACLOROETILENE - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"dibromoclorometano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"ipa - totali - µg/kg s.s.";"< 100";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"CLORURO DI VINILE - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,2-dicloroetilene - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"NAFTALENE - µg/kg";"< 10";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"NAFTALENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"BENZO [GHI] PERILENE - µg/kg";"< 10";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"BENZO[GHI]PERILENE - µg/L";"< 0,0002";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"CADMIO - mg/kg s.s.";"0,1";"SED";"-";"SEDIMENTO    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"CADMIO - µg/L";"0,07";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"4-CLOROTOLUENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"FLUORANTENE - µg/kg";"< 10";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"CLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,3-DICLOROBENZENE - µg/L";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"BENZO[B]FLUORANTENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"2,4,5-TRICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"2,4,6-TRICLOROFENOLO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"TRICLOROMETANO - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"CROMO TOTALE - mg/kg s.s.";"35";"SED";"-";"SEDIMENTO    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"CROMO TOTALE - µg/L";"< 1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"ANTRACENE - µg/kg";"< 10";"SED";"-";"SEDIMENTO   Le sommatorie PCDD+PCDF e PCB, calcolate mediante i fattori di tossicità equivalente riportati al punto A.2.7.1 dell'Allegato 1 del DM 56/2009, tengono conto del recupero misurato per ciascun congenere tossico; i recuperi osservati rientrano tutti nell'intervallo di tolleranza indicato dal metodo.SOMMATORIA PCDD,PCDF (LB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione vengono considerati uguali a zero.SOMMATORIA PCDD,PCDF (UB LdQ = 0) somma congeneri positivi più i congeneri al di sotto del limite di quantificazione considerati uguali al limite di quantificazione stesso per l'opportuno Fattore di Correlazione.Il parametro PCB Totali è riferito alla somma dei congeneri di PCB riportati nel DM 56/2009.Somma composti diossina simili= 0.00063 µg/KgssIl valore PCB TOTALI (WHO-TEQ) riportato è calcolato come LB; PCB Totali ( WHO-TEQ) UB=0,00022 µg/Kgss Il valore PCB TOTALI (XPCB-TOT) riportato è calcolato come LB; PCB Totali (XPCB-TOT) UB= LB µg/Kg"
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"ANTRACENE - µg/L";"< 0,001";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"bromodiclorometano - µg/L";"< 0,05";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"SA1";"21-FEB-20";"MERCURIO - mg/kg s.s.";"0,14";"SED";"-";"SEDIMENTO    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"MERCURIO - µg/L";"0,049";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"ESACLOROBUTADIENE - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"navicula sp. - Cellule/L";"21";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"ossigeno disciolto % saturazione - %";"96,5";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"1,2-dibromoetano - µg/L";"< 0,01";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"thalassiosira rotula - Cellule/L";"42";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"dinophysis rotundata - Cellule/L";"21";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"FITOPLANCTON - TOTALE - Cellule/L";"55973";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"coccolitoforidi indet. - Cellule/L";"3160";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"altezza delle onde - m";"< 0,1";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"ophiaster formosus - Cellule/L";"21";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"lessardia elongata - Cellule/L";"83";"ACQ";"-";"ACQUA DI MARE    "
"CW";"GR";"ISOLA DEL GIGLIO";"ARCIPELAGO - ISOLE MINORI";"MAR-IG";"ISOLA DEL GIGLIO";"WA1";"21-FEB-20";"TRASPARENZA (DISCO DI SECCHI) - m";"10";"ACQ";"-";"ACQUA DI MARE    "
